bug_description , class_name
find action see all doesnt work with numeric pad,Frontend
fa is not working,Backend
null incorrect return type is incompatible error mismatching null constraint,Backend
save icon of the most visited site locally,Frontend
redmine repository redmine auth source password are not hashed,Security
preference java compiler error warning name shadowing enhancement,Backend
support wiki page title attribute in version rest api,Backend
creating the ast for a cu with lot of field take s,Backend
defect on user table migrate code,Backend
start page open on existing tab when restore previous session is enabled,Backend
warn on return throw in finally,Backend
add native support for oidc,Backend
tab did not get restored from previous session,Backend
dom allow incomplete method binding,Backend
option to unarchive the project when admins visit an archived project,Backend
include attachment in news post notification,Backend
switching several time between print preview orientation ha a significant impact performance wise,Frontend
spec ijavaelementdelta flag documentation need improvement,Backend
run an experiment to determine user preference for normal v compact ui density in proton,Frontend
direct drag drop from inactive tab is not working,Frontend
about addons uri is the initial tab title before add ons manager page title is loaded,Frontend
add support for implicit auto save in the ui,Frontend
html attribute for first visible tab is not updated correctly in gui,Frontend
better handling of missing or poor quality pocket highlight image,Frontend
float prototype jsx bundle build,Backend
smtp authentication failed,Backend
tab freeze after fast sliding one,Frontend
last mercurial version supported,Documentation
create factory for tableviewercolumn,Frontend
add detail to the snippet area in preference link to faq and ability to turn off â€œsponsored snippetsâ€,Frontend
the title field should be focused after you click the add button from the top site section,Frontend
when assignee change , previous assignee didt notified,Backend
api double wrong in signature re intersection v union,Backend
how to modify an email template,Backend
expose repository through rest api,Backend
disqus escape the private browsing mode,Security
move view bookmark toolbar to the bookmark toolbar sub menu,Frontend
option to search archived project,Backend
eclipse to use system a default theme to launch eclipse a per o theme,Frontend
protection popup doe not list allowed cooky in default configuration,Frontend
the change for bug is in theory not complete,Backend
search bar in aurora doesnt remember search engine option change after session closed,Frontend
allow to exchange the platform icon via cs or other mean,Frontend
separated email template for closed status,Backend
checkout a maven project from svn stuck at on resolve plugin dependency if using annotation processor and maven compiler plugin,Backend
how to migrate redmine database to redmine,Backend
keybindings keybindings window need a filter,Frontend
consider removing aftertabswitchfocuschange,Frontend
internal error when upgrade from to or above,Backend
add option for non instant page search,Frontend
registered user should have a way to get a new action email,Backend
problem with email integration to m office,Backend
dialog cant restore original size of dialog remembering size,Frontend
editormgmt unexpected behaviour opening sample xml editor,Frontend
file and attachements uploads failing,Frontend
pre text in pre of issue mail will be renderred a large font and with multiple line break,Backend
mozilla sync across branded browser,Backend
macos mouse over highlight card option isnt highlighted on default or light theme,Frontend
cant store untrusted cert exception when fips enabled and unauthenticated,Security
recovery deleted issue,Backend
create a java structural diff versus current text diff for merges,Backend
do using unknown content type object,Backend
preference need better warning error dialog when saving of preference fails,Frontend
workbenchparts request prompttoclose interface and framework callback for view,Frontend
first flow none selected is displayed for the shipping address if the address form wa updated and save to nightly unchecked,Frontend
client collection is not synced again if were already syncing and the client collection wa completed,Backend
configuration of display of subtickets,Frontend
location access prompt are too spammy in private browsing mode because there no remember checkbox,Security
compiler eclipse doe not issue an error when inheriting an interface with override equivalent signature,Backend
remove the need for exclusion pattern when nesting source folder,Backend
dnd editormgmt viewmgmt perspective drag hover over an editor view part tab should activate it,Frontend
make key value list format custom field value custom field enumeration searchable,Backend
pre text in pre of issue mail will be renderred a large font and with multiple line break,Backend
redmine crashing with segfault under stress test when markdown is used,Frontend
modify the list of engine presented when typing,Frontend
bookmark button on toolbar proton bookmark submenu shadow doesnt match main menu shadow,Frontend
write automated test for the safari permission request method,Backend
experiment macos the â€œvpn promoâ€ infobar is not displayed if a successful login is done from the o captive portal login window,Backend
add notification reason to the email instead of the default static email footer,Backend
closing tab change the tab focus order in the tab bar,Frontend
byte utf character,Backend
inconsistency with zoom key,Frontend
spellchecker language and word menu item accumulate in the menu,Frontend
upgrade admin user list to use the query system,Backend
screenshots overlay button have dark text on hover,Frontend
json file save by sync occasionally ha garbage in it , causing failure to load it a json,Backend
workingsets sharing working set,Frontend
get requested resource is forbidden error when calling redmine user all and redmine user filter,Backend
document generating update to mozjexl jsm,Backend
delay notification e mail to allow edits error correction without resend,Backend
during testing detect if messaging system badge will be added,Backend
dark theme inconsistency of textbox color background color,Frontend
internal error after login,Backend
can not send mail through smtp due to tl error,Backend
add auto refresh to session restore data schema,Backend
allow heartbeat message to deploy through messaging system,Backend
include new status allowed by workflow in issue rest api,Backend
collect telemetry on user virtual resolution a well a physical resolution,Frontend
consider syncing customizableui state toolbar customization between device,Frontend
javadoc compiler may have a preference to warn on custom javadoc tag,Backend
formatter make the java formatter extensible,Backend
inline email diff for issue description change,Backend
content assist proposes inaccessible package,Backend
markdown becomes unavailable from redmine,Backend
error db migrate with sql server db,Backend
markdown emphasis in a word didnt work properly,Frontend
content assist classcastexception on code assist invocation,Backend
preference to disable visiting and screenshotting page in activity stream,Frontend
workingsets dcr disable window working set,Frontend
attachment rest api includes internal port,Backend
nullpointerexception in astparser internalcreateast,Backend
pas in parentid if we have it to avoid extra db lookup,Backend
email,Backend
when closing a tab , select the next tab at the same time a the closed tab disappears,Frontend
remove login popup ha it button shifted to the right,Frontend
quick fix offer quick fix option to remove unused generic type argument,Backend
cleanup remove provider cohort,Backend
share editbookmark cs across platform,Frontend
creating new issue with custom field using rest api in redmine,Backend
sessionstorage data can not be restored anymore since firefox,Backend
celleditors celleditoractionhandler doesnt mirror all action state,Frontend
while synchronizing data for first time tab are opened in background and are not visible,Frontend
for any event on my bookmarked project option not sending notification for non member bookmarked project,Backend
abortcompilation from internalextendedcompletioncontext getvisibleelements,Backend
rest api user add support for status,Backend
add event telemetry for each payment request page viewed,Frontend
redmine api uploadattachment issue,Frontend
mysql err on window temp xxx myi when rake redmine load default data,Backend
file with existing extension but wrong generic content type not handled well,Backend
add estimated hour and spent hour to version api,Backend
hover not reset when going back,Backend
interacting with the google agreement form in the background , dismisses the persist tip,Frontend
content assist invalid lambda syntax cause eclipse to hang indefinitely,Backend
meta move screenshots into a dedicated browser component,Frontend
show warning in admin info when there are pending migration,Backend
perspective dcr allow to reuse a javatypehierarchy gfn,Frontend
use with in his name together with all e mail notification trigger on issue,Backend
databinding handle swt virtual table and tree,Frontend
compile wrong annotation usage creates weird semi compiled code,Backend
meta set default pin to taskbar keep in dock,Backend
private window not opening,Security
unable to select column in administration , setting , issue tracking , default column displayed on the issue list,Backend
optional disabling username validation with ldap authentication,Backend
python redmine,Backend
incorrect relevance of content assist proposal,Backend
viewer iselectionprovider event not triggered by tableviewer setitemcount,Frontend
ise in eclipsepreferences checkremoved,Backend
firefox home first highlight tile doe not immediately reflect correct bookmark name,Frontend
automatic deletion of unactivated account,Backend
cant update status id from existing ticket,Backend
compiler when reporting non externalized string literal , display the string in the warning,Backend
upgrade redmine for dummy,Documentation
editormgmt notification of build failure is almost non existent in full editor mode,Frontend
make default assignee available through api,Documentation
more option for project manager,Backend
double click on title maximizes window and creates new tab,Frontend
meta desktop data clearance action in pbm,Security
azure ad login,Backend
overdue task are not highlighted,Frontend
relax rouge version dependency in gemfile,Frontend
filetype can not be added to preference checkbox for always do this action for this filetype is disabled,Backend
add missing homepage attribute in project api response,Backend
text with apostrophe followed by italic doe not render,Frontend
extension rest api,Backend
wizard wizardnewfilecreationpage should support a default file extension,Frontend
use prefers reduced motion query for about welcome modal transition,Frontend
rest api user add support for status,Backend
db migrate fails,Backend
meta epic meta quantum bar design update follow ups,Frontend
use internet config a base for helper apps pref ui,Backend
click my account number , and the page appears,Backend
fix code copying in common browser,Frontend
redmine can not deal with byte utf character,Backend
notification for overdue task to a specific person not assignee,Backend
unable to generate getters and setter,Backend
screenshot result is smaller than selected region when selecting zoom text only,Frontend
opening a new tab before the current tab website ha loaded cause the new tab to take the url of the current tab,Frontend
mac tab button doe not browse the new tab context menu when they are focused,Frontend
no optional description for attachment,Frontend
querycolumn sql for field assumes that operator issue is opened closed deal with field named status id only not extendable,Backend
how to remove plugins in redmine for window,Backend
x hang on dragging a ff window with one tab to anothers tab bar,Frontend
theme default theme font not restored on theme switch,Frontend
tab key navigation focus is moving get stuck at close button of find bar,Frontend
progress vertical page increment for progress view too small,Frontend
compiler flag to disable suppresswarnings restriction,Backend
viewer snippettablecursorcellhighlighter exit with nullpointerexception,Frontend
picture in email notification,Backend
compiler add primitive exception to unnecessary cast warning,Backend
account harvesting login issue,Backend
improve project deletion warning text,Frontend
hyperlinking an ejb method call to the impl class,Backend
make flat tab default on macos to match theme on other platform,Frontend
how to access the link value to url using api,Backend
stackoverflow error,Backend
mandatory condition for category assignee is not working according to workflow defined,Backend
browser tab tabclipwidth doesnt display close button on every tab,Frontend
show custom field in notification email,Backend
the default top story position is annulled by section reordering,Frontend
itypehierarchy getsuperclass itype return null for anonymous class at any place after one in a lambda expression ha been encountered,Backend
dragging image from website with access control to explorer result in a page being saved instead,Security
adjust default form color,Frontend
workbench offer extensible file open menu,Frontend
ast rewrite need a way to create javadoc fragment on separate line,Backend
contribution vieweractionbuilder process more config element than it should,Frontend
, sqlserver incorrect syntax near offset,Backend
enable auto locking user after a specified date,Backend
modal dialogue stripped and presented in new window after session restore,Backend
autocomplete not working in enum parameter,Backend
search for numeric value,Backend
ability to detect notify correct the hijacking of homepage startpage,Security
handle the case where the user selects a saved credit card but decryption fails,Frontend
need implicit narrowing of type warning on plus equal and minus equal,Backend
npe in sourcetypebinding method sourcetypebinding java,Backend
typing indentation is not respected after manually formatted conditional expression,Backend
keybindings preference page migration bug in keybinding service and preference page,Frontend
rename urlbarmuxerunifiedcomplete,Frontend
avoid some printing blurriness because of rasterized group,Frontend
intermittent browser component extension test browser browser ext topsites j single tracking bug,Frontend
add support for searching for exact word,Backend
syntax coloring should be group into one place rather than so much place in preference,Frontend
pdf j render randomly in bold and normal font,Frontend
necessary cast wrongly flagged a unnecessary,Backend
propertiesdialog property page for external file,Frontend
locked user in a group receive notification when the group is added a a watcher,Backend
consolidate way we insert multiple tab unify or clearly separate addtabs bulkorderedopen and batchinsertingtabs option,Frontend
null null not correctly inferred a nullable string,Backend
issue timeentry api doe not report root id,Backend
add biocluster user user id,Backend
add automated test for top story context menu bookmark,Frontend
rename rewire tab attribute notselectedsinceload because it name and it not being removed immediately on tab selection is confusing,Frontend
use sha for attachment digest computation,Frontend
can not search with keywords,Backend
typing about blank browser and pressing enter doe not take me to search engine result and instead say wrong url,Frontend
a project member ha no access and get no notification , when being a watcher of the issue,Backend
japanese emoticon character cause error in issue desc and journal,Backend
sql server a column ha been specified more than once,Backend
avoid showing quickactions and intervention in the same time,Frontend
firebird and reddatabase support,Backend
accessibility icon in wizard page announced a graphic xxx by screen reader,Frontend
warning occurs when displaying a few exceptional pdf thumbnail,Frontend
can i create the category sub category for issue,Backend
dcr warn on potentially infinite loop,Backend
support module path folder,Backend
redmine no longer support ruby,Documentation
add usertiming marker for discovery stream event,Frontend
jaw accessibility user is not alerted to error message displayed on top in a dialog,Frontend
email doe not support russian language domain,Backend
actionmailer need to limit how many maximum connection it open,Backend
redmine is not working in ubuntu,Backend
create new login doe not have a way to generate a password,Frontend
allow privacy security setting based on zone,Security
tippy top cache is still used after changing endpoint pref,Frontend
add user,Backend
dont output imagemagick version information to stdout,Backend
disable api authentication with username and password when two factor authentication is enabled for the user,Backend
auto watch issue on issue creation,Backend
the download speed time computation for each individual download is incorrect,Frontend
f wont work from a classfile,Backend
blank tree item in project explorer,Frontend
javadoc import reported a unused in batch compiler,Backend
sourcemapper multiple java source attachment per library,Backend
auto watch issue on issue creation,Backend
larger font for email notification,Backend
implement correct horizontal bar for d list with non balanced row,Frontend
extract local content assist no proper inference for bounded generic type parameter simplified a,Backend
protection report daily statistic are calculated in utc timezone , instead of the local one,Frontend
replace trailing period in filename with underscore , instead of trimming them,Backend
refreshing button scroller keep on turning and page get stuck when refreshing,Frontend
search unexpected match while searching type reference from required project,Backend
move browser siteprotections j into it own directory and split every category object into their own file,Frontend
dialog plugin dependency selection give unexpected result,Frontend
module deprecation may not be detected against sourcemodulebinding,Backend
xfa dynamic pdf display page content incorrectly,Frontend
support mariadb,Backend
downloads panel reopens for previous session download to show this file contains a virus or malware warning again,Frontend
stop using devtools selfxss count to determine if we should show inspect accessibility property after devtools everopened pref ha had time to accumulate value after firefox , next esr,Frontend
recovery deleted issue,Backend
ldap authentication,Backend
content assist no category proposal in module info java file javadoc,Backend
inference compiler error,Backend
redmine actionview template error,Backend
java compiler warning non transient not serializable field in serializable class,Backend
have a default hello world program for new example project java,Backend
include twofa scheme two factor scheme column when exporting user to csv,Backend
command contentassistcommandadapter without key binding on application startup,Frontend
allow dynamic result type to automatically map payload property to element during view update,Frontend
email notification error mailbox can not be accessed office,Backend
compiler broken,Backend
feature request play sound when download completes,Frontend
unnecessary encoded cr character in mail,Backend
next editor window loosing focus after a breakpoint hit,Frontend
error plugin computed custom field redmine version,Backend
the telemetry ping are wrongly duplicated if any button from the about welcome page is double clicked,Backend
doe api rest show field added by plugins,Backend
include private note property in xml json journal output,Backend
warning cant mass assign protected attribute for user,Backend
vendor new version of dogear with new telemetry probe and cycle breaking,Backend
update redmine to , database encoding problem,Backend
restore default for syntax coloring pref page doesnt work under dark theme,Frontend
stay logged in checkbox in sign in page is misaligned after r,Frontend
compilationparticipant not notified that user ha canceled build,Backend
typo in application cs s paddin bottom padding bottom,Frontend
add telemetry for how many card are shown in section highlight and story,Frontend
rake redmine load default data error,Backend
presentation better window resizing when window are visible in a frame,Frontend
improve visual feedback for adding a download to existing in progress list of downloads,Frontend
result flicker when switching to a tab with retained result,Frontend
due date redmine,Backend
print preview button not readable on window black font on glass border,Frontend
hovering over button in window title lack contrast when using high contrast mode,Frontend
viewmgmt floating fast view , tear torn off,Frontend
wrong search pagination,Backend
icon are not displayed on window x while dragged in customize menu if high contrast is active,Frontend
actionmailer need to limit how many maximum connection it open,Backend
closed state of picker should indicate missing field with final string,Frontend
databinding support for completablefuture,Frontend
update browser base content test general account testremotecommands html test,Backend
show fa status in user list from administration with option to filter,Backend
force ldap authentication only deny internal auth possible,Backend
overenthusuiastic execution environment should be at least diagnostic,Frontend
compilation fails for heavily templated functional interface,Backend
option to sort order tab e g alphabetically , by open date , by file date,Frontend
arrow key increment scrollspeed during autoscroll,Frontend
nomethoderror undefined method description for tracker,Backend
null potential null pointer access on nonnull number when auto unboxing is involved,Backend
documentation howto migrate redmine from mysql to postgresql,Backend
link to a repository,Documentation
refactoring cause npe,Backend
open type can not find inner class of anonymous class,Backend
opened tab disappeared when restart private window opened,Backend
keybindings wizard parameter assign keybindings to individual new wizard,Frontend
custom query,Backend
wiki id parent id in get on api,Backend
simple system to update newtab aboutwelcome nodejs deps,Backend
browser link open newwindow is unpredictable when a link is clicked immediately before focusing a new tab,Frontend
clean up morefrommozilla template switching and experiment parameter logic,Backend
basic authentication info shown in tab title,Frontend
update workflow permission to take into consideration global role tracker permission,Backend
the restore previous session is displayed and always disabled greyed out in private browsing,Frontend
assign a editor to a certain file type via the open with other doe not work properly,Frontend
newtab manage more setting link open in new tab doesnt work,Frontend
redmine allows same user to login from different machine simulteniously,Backend
please make minimize and maximize button more visible like close button,Frontend
intermittent toolkit component url classifier test mochitest test classified annotation html test timed out,Security
do not disclose login account name public project disclose some user info,Backend
location language window pop up everytime the page get refreshed on costco ca in private,Security
better error message and quick fix when package is accessible from more than one module,Backend
the window that hold the view tab should minimize to the nearest corner instead of going to some random corner,Frontend
search with current engine should have a different background for hover and hover active,Backend
firefox account ha a right arrow sub panel view if placed inside overflow menu while user is not signed in,Frontend
you can not assign multiple short name to a search engine,Backend
server date time input into modified field in window but local pc time input into modified field in linux when saving an image,Backend
compiler javadoc inline tag with nested brace parsed incorrectly,Backend
implement payment tab modal dialog animation,Frontend
smart search,Backend
create several relation at the same time via issue relation api,Backend
browse file upload box should only show file name that is going to be uploaded,Backend
markdown formatter rb bug segmentation fault at x,Backend
rake db migrate rail env production,Backend
location bar is cleared after a slight delay after opening private window,Security
how can i set up redmine zentyal active directory authentication,Backend
editing lambda in interface default method froze ide,Backend
project xml api doenst include closed project since redmine v,Backend
tps should fail if an error log is written,Backend
illegalargumentexception in content assist for seal type,Backend
wiki watch option not working,Backend
ambiguous date format option eg in setting,Backend
after resizing the browser on about logins page , copy button become partially obscured,Frontend
clicking rapidly on the hamburger menu cause the menu to flash to the top of the screen,Frontend
marker filter warning using path in problem view,Frontend
need some patch to enable email queue,Backend
database model wiki out of date,Documentation
notification mail not send when editing a ticket,Backend
downloadssummary n other file downloading at the bottom of the downloads panel includes finished downloads and lead to wrong size progress number being shown,Frontend
previous tab appear on startup even when disabled,Backend
error message on sign up is too small and low on the page,Backend
populate item in drop down list from internal external source,Performance
content blocking tracking protection block cooky for mail ru oauth service,Frontend
workbench workbench doesnt restores original state after oppenig resource in a new window,Frontend
add rank in search result a data attribute,Backend
the google string is briefly displayed in the placeholder text of the in content search bar after the new tab page is refreshed even if it is not the default search engine,Frontend
sigpipe on closing ssh to ad zanox com,Security
rename private mode to historyless mode,Security
this website doe not supply identity information,Security
when using certain keyboard where virtual key do not match character output , shortcut are erratic in behavior,Frontend
merge file directory selection with open resource dialog,Frontend
problem with clean up migration to,Backend
compiler please add compiler warning ha counter intuitional semantics for byte short,Backend
workflow status,Backend
add authentication mode filter in the user admin page,Backend
rfe add ability to toggle login permission for account,Backend
tablet mode firefox should start maximized in tablet mode,Backend
perspective allow more programmer control over perspective layout,Frontend
unify cs variable fallback pattern,Frontend
add additional mail header for issue tracker,Backend
editormgmt rcp need way to disable new editor action,Frontend
the memory used by the privileged content process increase by about mb every minute,Frontend
code assist autocast after instanceof feature doesnt work when completion is in a binary expression,Backend
pressing ctrl tab to cycle between tab crash firefox,Frontend
long touch new tab doesnt open container menu with touch screen,Frontend
cant specify to save when content disposition attachment and preview otherwise,Backend
quantumbar doe not match firefoxs touch density behaviour,Frontend
text block line terminator after s compiled to n instead of to,Backend
rest api can not get child when get a list of issue,Backend
administration using grid instead of table,Backend
redmineupgrade wiki page is out of date,Documentation
java lang illegalargumentexception ast must not be null when running java organize import,Backend
can not use wiki link with a different name in the table of markdown,Frontend
allow selectively unblocking individual mixed content resource,Security
optional email header,Backend
servidor de correo no está configurado,Backend
content assist completion that includes qualifier or import may miss conflict with import,Backend
interactive pdf dont work,Frontend
editormgmt assocations editor registry need to be redesigned,Frontend
re in project setdescription,Backend
option to increase size of new tab shortcut tile,Frontend
formatter add new option at end of class for new line setting,Backend
firefox unnecessarily block audio from pinned tab,Frontend
redmine api updating time entry,Backend
place downloaded dll file into subfolder within download directory,Backend
custom field filter on issue list requires other filter to be respected,Backend
evaluate to set transient true on the extension pageactions to remove the special handling from bug,Frontend
rake db migrate rail env production,Backend
excessive smart card pin request in firefox esr and firefox,Security
drag and drop not not working,Frontend
allow classpath file to not be at project root via linked resource apporach,Backend
no email notification,Backend
add search engine dialog us alias instead of keyword,Backend
get project list with rest api xml call,Backend
site icon being cropped in shortcut displayed in new window,Frontend
address bar should prefix uri that will be fixed up with schemeless http first with correct scheme,Frontend
meta tab bar drag drop issue,Frontend
invalidate attachedfxaoauthclients cache sooner if attached client is an empty array,Backend
commonnavigator project explorer select all action disabled for non java project,Frontend
viewmgmt more flexible nested docking,Frontend
preserve leading white space when quoting using the j toolbar,Frontend
link to forum reply should highlight the linked reply,Frontend
stackoverflowerror with transitive dependency,Backend
closed tab not fully closed in window,Frontend
workbenchparts regression view not found during partopened notification,Frontend
allow thumbnail on document , message and wiki page,Frontend
get requested resource is forbidden error when calling redmine user all and redmine user filter,Backend
the text inside the wiki section doe not wrap cs,Frontend
alertas redmine,Backend
trouble in search redmine stable , russian text,Backend
expired certificate page is unclear that it using local time instead of utc,Security
about make aboutdialog available for eclipse rcp application,Frontend
invalid column size for language pt br,Backend
add the www protocol to clipboard result in address bar,Frontend
inappropriate message you must enable drm to play some audio or video on this page,Backend
email send notification,Backend
setting compiler compliance to corrupts the workspace,Backend
the new tab page is wrongly scrolled down if the highlight context menu button is clicked after navigating back to the page,Frontend
copying from address bar will only copy current url,Frontend
private mode title is not properly updated when live language switching,Frontend
navigator navigator link with editor fails after startup,Frontend
platform problem occurred when invoking code from plug in org eclipse ui workbench,Frontend
add option in preference for sync everything,Backend
dont send x confirm delete header to sync storage server,Backend
mailer with synched delivery doesnt correctly detect other async queue adapter,Backend
tool menu item not sorted in alphabetical order,Frontend
false positive potential resource leak warning with inherited autocloseable class,Backend
compiler add checkreturnvalue inspection and compiler warning,Backend
gnome integration choosing from firefox context menu to view a selected image should open the default gnome image viewer,Backend
add a save notify option , when editing a note,Backend
save a should convert line break depending on platform,Backend
convert maybetogglebookmarktoolbarvisibility to use async place apis,Backend
creating with rest api new issue on a project without any tracker enabled return misleading error message,Backend
arrow doe not work when writing in korean,Frontend
add button send notification again,Backend
tcc,Backend
test partontopmanagertest can timeout,Frontend
e add ability to hide restore button,Frontend
hovering right next to a top site show the icon a hovered , but clicking doe nothing,Frontend
email notification function problem ,,Backend
http tile service mozilla com dont use http,Frontend
remove nsisearchengine identifier,Backend
incorrect db migration version,Backend
favicons are not displayed for bookmarked page from the top story section from about newtab,Frontend
search also in uploaded file name s,Backend
discard unsaved change pop up appears despite the saved login not changed on about logins page,Frontend
conflict with default interface method is not detected,Backend
closing firefox doesnt switch to a page that already ha the confirm close dialog open,Frontend
flag duplicate reused password in password manager ui,Frontend
i can not input chinese character into web address column for searching purpose,Frontend
full page screenshot dont work on http towardsdatascience com,Frontend
accessing sessionstartup sessiontype getter too early will result in failure to restore a session,Backend
email delivery error mailbox not found or access denied , there is an invalid email address,Backend
global compiler setting ignored after restarting , default to even though displayed,Backend
window size is not fixed in mac o,Frontend
coolbar layout improvement,Frontend
linux the progress bar from the about welcome page and the onboarding modal for existing user is not read by a screen reader software,Backend
pasting huge string into address bar hang tab,Frontend
the resource filter ui should be extensible and re usable by other eclipse component,Frontend
journalize change for administrative function,Backend
create issue with custom field with ruby api,Backend
display name for user,Backend
session restore block paint on window switch,Backend
show the total number of open issue in a reminder,Backend
recheck and update memsize and treesize if required,Backend
design an offline state of synced tab sidebar,Backend
cant apply textile modifier to non ascii character,Frontend
test for downloading screenshots in private browsing,Frontend
dont strip the protocol if it differs from http s wa file url matching doesnt work,Frontend
give about welcome and asrouter their own try runner j test job runner script,Backend
intermittent s activerecord connectiontimeouterror,Backend
changing subject line in email notification when an issue is created or updated,Backend
click my account number , and the page appears,Backend
login password transmission through srp a,Backend
email are not getting triggered,Backend
improved display of tracker selection area in custom field setting,Backend
freeze below occurrencefinder in javaeditor of astconverter from git history,Backend
feature to add html file application inside redmine with authentication,Backend
undo close tab doe not scroll down to proper link anchor in bugzilla,Backend
tab close option not available until we open the tab itself,Frontend
unclear error message for ambiguous lambda expression,Backend
keybindings command to key mapping fails in some case,Frontend
viewer possibilty to remove implicit viewer listener,Frontend
need to configure static ip in ultimate amarisoft,Backend
option to search archived project,Backend
meta async tab switcher bug and improvement,Frontend
authentication required configurable,Backend
contribution menucontribution locationuri for multiple view,Frontend
na web login,Backend
dnd drag and drop doe not respect my system setting,Frontend
toolbar customization and menu dont work correctly with touch,Frontend
javadoc compiler should issue warning for useless inheritdoc,Backend
generate one time random password for user creation,Backend
workbenchparts only show recursive creation error when debugging,Frontend
bookmark toolbar shrink when window is resized restored,Frontend
error while updating issue with boolean custom field through api,Backend
meta july jam eco experiment,Backend
context menu not accessible while page loading,Frontend
dragging highlighted text in the search field era the un highlighted text,Backend
api include issue count list in version and or filter by issue count,Backend
internal server error while uploading file,Frontend
maybe stop setting service telemetry canrecordextended in test,Frontend
textile and markdown attachment rendering should support third party formatters,Frontend
issue private journal deleted when accessed from api,Backend
redmine is leaking usernames on activity index view,Security
icon is missing if a site is added a a one click search engine while the page is not fully loaded,Backend
build stuck at when building gradle project with spark and hbase dependency,Backend
editor doe not contain a main type eclipse,Backend
reconsider error range for all invocation problem,Backend
add a warning access restriction on package who will be removed with java,Backend
minmaxaddon npe on part stack minimize,Frontend
complete autofilled url with the tab key,Frontend
preference to explicitly preserve current session from being cleared when privacy sanitize sanitizeonshutdown true,Backend
editormgmt can not specify app startup directory,Frontend
viewer calling treeviewer expandtolevel in a virtual tree materializes all the expanded child,Frontend
tidy up nsoshelperappservice getmimeinfofromos to do fewer registry lookup,Backend
ctrl e prepend parent directory when resource have the same name,Frontend
npe in org eclipse ui texteditor abstracttexteditor texteditorsavable isdirty,Frontend
doc add a warning about sensitive data collection to the trigger doc,Backend
minmax hidden part not shown when activated if trimbars are hidden,Frontend
add pin to top site to the right click context menu for bookmark,Frontend
include a reason in the error message when an issue status can not be deleted,Backend
presentation changing tab order on maximized pane restores pane,Frontend
recent closed tab short cut command z,Frontend
missing translation for email reminder when user set language to auto,Backend
add auto detect time zone option in my account setting,Backend
optional disabling username validation with ldap authentication,Backend
add a link to the issue list in reminder email,Backend
remove unused placessyncutils function,Backend
quick fix adding requires quick fix leaf module info java in ill formatted state,Backend
warning on if followed by a semicolon,Backend
how to modify an email template,Backend
add application version , channel and name option to searchengine devtools,Backend
stop showing the fade out effect on tag,Frontend
view all issue link in email reminder point to issue list which doe not include issue assigned to a group,Backend
paging miss some entry,Backend
adding new group result in error,Backend
cancel and retry web page , complete download cause web page , html only download,Frontend
workbenchparts option to semi maximize editor tab group to editor area,Frontend
m uninterruptible reflow at areapositionmanager resource app module dragpositionmanager jsm,Frontend
javadoc hover for comparator thencomparing function keyextractor is missing method signature,Backend
suppresswarnings deprecation on method , field , variable is not removing the import deprecation warning,Backend
use config relative url root a the default path for session and autologin cooky,Backend
formatter regression for wrapping function call qualified invocation,Backend
need the ability to provide preprocessed source code to compiler,Backend
ui item position improve use of screen real estate,Frontend
mention of user with in their username,Backend
domparser trigger csp report on mac,Security
mysql disappear after byte utf,Backend
dialog overwrite dialog button order strange on mac,Frontend
add a more elaborate probe for selecting a switch to tab result,Frontend
feedback about email delivery,Backend
add open cert viewer utility function to head j,Security
a java process is started with cpu,Backend
reflect project membership change in activity history,Backend
updated page action send tab to device to use shared markup code,Backend
the featurecallout appears briefly just before a website is loaded in the new tab if previously a new window displaying the featurecallout wa closed,Backend
determine if more message should use fxa signin flow rather than show firefox account,Backend
circumstance few tab in window problem if i scroll downloading tab , it open in new window , although i dont like that,Frontend
all my tab keep reloading every hour or so automatically , and i do not have any automatic tab reloading enabled in any extension,Frontend
instrument the handler choice dialog for non default action,Frontend
searchbar show suggestion even if i no longer interact with it when it gain focus,Backend
unable to modify the issue description,Backend
incorrect handler display on about preference after always open similar file cant find default handler for cs file,Frontend
firefox doesnt do a proper refresh after ssl error s like ssl error bad cert domain,Security
globalactions allow build all button to be switched off,Frontend
include updated on and passwd changed on column when exporting user to csv,Backend
drag space disabled when menu bar enabled,Frontend
unable to debug new tab page using react devtools,Frontend
firefox freeze or hang ubuntu and while loading a webpage which try to search and install a multimedia plugin without informing,Security
show warning when an issue can not be closed because of blocking issue relation,Frontend
error when loading default data to sql,Backend
pagethumbs spends an appreciable amount of time on the main thread,Frontend
upgrade from to fails with mysql error table email address already exists,Backend
javadoc validate html code check for html error,Backend
quick fix assign to local variable produce bad formatting of generic with more than type variable,Backend
project copy always send email notification ignoring send email notification during the project copy option,Backend
fxa submenu arrow is displayed while the browser is resized even if there doesnt exist a submenu,Frontend
sudo mode require password re entry for sensitive action optional,Backend
creating with rest api new issue on a project without any tracker enabled return misleading error message,Backend
compiler ecj admits super call to unrelated method,Backend
persist search term is still displayed after adding the search bar,Frontend
get issue by login,Backend
bad stale error marker and stale error content,Backend
workbenchlauncher enhancing eclipse launcher,Frontend
trim when last editor maximized tab is closed , all view on the side become restored,Frontend
option in save a location of saved image , choice of filename,Backend
japanese emoticon character cause error in issue desc and journal,Backend
rest api parameter get issue json assigned to id me doesnt work,Backend
sign snippet content and verify in the browser prior to loading,Backend
databinding snippet proposal monitoring dirty state,Frontend
dont display no match found when the inline autocomplete doesnt return any result,Frontend
